ID;Nom;Année de sortie;Classification;Durée (min);Note;Nombre de votant;Revenus;Genre1;Genre2;Genre3
780;Aladdin;1992;Tous publics;90;8,0;435 318;$217.35M;Animation; Adventure; Comedy
781;Inception;2010;Tous publics;148;8,8;2 407 554;$292.58M;Action; Adventure; Sci-Fi
782;Matrix;1999;Tous publics avec avertissement;136;8,7;1 953 794;$171.48M;Action; Sci-Fi;
783;L'Empire contre-attaque;1980;Tous publics;124;8,7;1 318 505;$290.48M;Action; Adventure; Fantasy
784;Interstellar;2014;Tous publics;169;8,6;1 903 425;$188.02M;Adventure; Drama; Sci-Fi
785;Star Wars: Épisode IV - Un nouvel espoir;1977;Tous publics;121;8,6;1 391 036;$322.74M;Action; Adventure; Fantasy
786;Terminator 2 : Le jugement dernier;1991;12;137;8,6;1 121 010;$204.84M;Action; Sci-Fi;
787;Retour vers le futur;1985;Tous publics;116;8,5;1 235 665;$210.61M;Adventure; Comedy; Sci-Fi
788;Alien - Le 8ème passager;1979;12;117;8,5;901 600;$78.90M;Horror; Sci-Fi;
789;Le Prestige;2006;Tous publics;130;8,5;1 361 706;$53.09M;Drama; Mystery; Sci-Fi
790;Avengers: Endgame;2019;Tous publics;181;8,4;1 175 410;$858.37M;Action; Adventure; Drama
791;Spider-Man: New Generation;2018;Tous publics;117;8,4;560 624;$190.24M;Animation; Action; Adventure
792;Avengers: Infinity War;2018;Tous publics;149;8,4;1 119 126;$678.82M;Action; Adventure; Sci-Fi
793;Aliens : Le Retour;1986;13;137;8,4;731 338;$85.16M;Action; Adventure; Sci-Fi
794;WALL·E;2008;Tous publics;98;8,4;1 140 441;$223.81M;Animation; Adventure; Family
795;Les Gardiens de la Galaxie 3;2023;Tous publics;150;8,3;;;Action; Adventure; Comedy
796;Le Retour du Jedi;1983;Tous publics;131;8,3;1 075 490;$309.13M;Action; Adventure; Fantasy
797;Eternal Sunshine of the Spotlessd;2004;Tous publics;108;8,3;1 029 459;$34.40M;Drama; Romance; Sci-Fi
798;Orange mécanique;1971;18;136;8,3;846 488;$6.21M;Crime; Sci-Fi;
799;2001 : L'Odyssée de l'espace;1968;Tous publics;149;8,3;684 023;$56.95M;Adventure; Sci-Fi;
800;Metropolis;1927;Tous publics;153;8,3;178 006;$1.24M;Drama; Sci-Fi;
801;Spider-Man: No Way Home;2021;Tous publics;148;8,2;792 747;$804.75M;Action; Adventure; Fantasy
802;Jurassic Park;1993;Tous publics;127;8,2;1 011 906;$402.45M;Action; Adventure; Sci-Fi
803;The Thing;1982;13;109;8,2;437 594;$13.78M;Horror; Mystery; Sci-Fi
804;V pour vendetta;2005;Tous publics avec avertissement;132;8,2;1 139 284;$70.51M;Action; Drama; Sci-Fi
805;Mad Max: Fury Road;2015;Tous publics avec avertissement;120;8,1;1 027 808;$154.06M;Action; Adventure; Sci-Fi
806;Blade Runner;1982;Tous publics avec avertissement;117;8,1;786 477;$32.87M;Action; Drama; Sci-Fi
807;Terminator;1984;13;107;8,1;883 784;$38.40M;Action; Sci-Fi;
808;Logan;2017;12 avec avertissement;137;8,1;785 463;$226.28M;Action; Drama; Sci-Fi
809;Stalker;1979;Tous publics;162;8,1;138 179;$0.23M;Drama; Sci-Fi;
810;Le géant de fer;1999;Tous publics;86;8,1;208 262;$23.16M;Animation; Action; Adventure
811;Neon Genesis Evangelion: The End of Evangelion;1997;12;87;8,1;;;Animation; Action; Drama
812;P.K.;2014;13;153;8,1;192 808;$10.62M;Comedy; Drama; Sci-Fi
813;Les Gardiens de la Galaxie;2014;Tous publics;121;8,0;1 210 344;$333.18M;Action; Adventure; Comedy
814;Dune;2021;Tous publics;155;8,0;672 576;$108.33M;Action; Adventure; Drama
815;Blade Runner 2049;2017;Tous publics avec avertissement;164;8,0;601 481;$92.05M;Action; Drama; Mystery
816;Avengers;2012;Tous publics;143;8,0;1 413 659;$623.28M;Action; Sci-Fi;
817;Her;2013;Tous publics;126;8,0;634 464;$25.57M;Drama; Romance; Sci-Fi
818;Seul sur Mars;2015;Tous publics;144;8,0;877 454;$228.43M;Adventure; Drama; Sci-Fi
819;Zack Snyder's Justice League;2021;12;242;8,0;;;Action; Adventure; Fantasy
820;Donnie Darko;2001;Tous publics;113;8,0;818 238;$1.48M;Drama; Mystery; Sci-Fi
821;L'Armée des 12 singes;1995;Tous publics avec avertissement;129;8,0;628 655;$57.14M;Mystery; Sci-Fi; Thriller
822;La Planète des singes;1968;13;112;8,0;184 979;$33.40M;Adventure; Sci-Fi;
823;Akira;1988;12;124;8,0;193 128;$0.55M;Animation; Action; Drama
824;Nausicaä de la vallée du vent;1984;Tous publics;117;8,0;173 730;$0.50M;Animation; Adventure; Sci-Fi
825;Solaris;1972;Tous publics;167;8,0;;;Drama; Mystery; Sci-Fi
826;G.O.R.A.;2004;;127;8,0;;;Adventure; Comedy; Sci-Fi
827;Everything Everywhere All at Once;2022;Tous publics;139;7,9;442 867;$72.86M;Action; Adventure; Comedy
828;Avatar;2009;Tous publics;162;7,9;1 340 381;$760.51M;Action; Adventure; Fantasy
829;Iron Man;2008;Tous publics;126;7,9;1 080 319;$318.41M;Action; Adventure; Sci-Fi
830;Premier contact;2016;Tous publics;116;7,9;717 109;$100.55M;Drama; Mystery; Sci-Fi
831;Dangal;2016;Tous publics;161;8,3;196 875;$12.39M;Action; Biography; Drama
832;Warrior;2011;Tous publics;140;8,2;481 185;$13.66M;Action; Drama; Sport
833;Les enfants du ciel;1997;Tous publics;89;8,2;76 569;$0.93M;Drama; Family; Sport
834;Bhaag Milkha Bhaag;2013;;186;8,2;69 701;$1.63M;Biography; Drama; Sport
835;Paan Singh Tomar;2012;;135;8,2;37 009;$0.04M;Action; Biography; Crime
836;Le Mans '66;2019;Tous publics;152;8,1;416 288;$117.62M;Action; Biography; Drama
837;Rocky;1976;Tous publics;120;8,1;597 048;$117.24M;Drama; Sport;
838;Million Dollar Baby;2004;Tous publics;132;8,1;699 106;$100.49M;Drama; Sport;
839;Rush;2013;Tous publics;123;8,1;490 232;$26.95M;Action; Biography; Drama
840;Raging Bull;1980;12;129;8,1;362 456;$23.38M;Biography; Drama; Sport
841;Lagaan;2001;Tous publics;224;8,1;116 802;$0.07M;Drama; Musical; Sport
842;Chak De! India;2007;;153;8,1;82 160;$1.11M;Drama; Family; Sport
843;De l'ombre à la lumière;2005;Tous publics;144;8,0;192 108;$61.65M;Biography; Drama; Romance
844;L'Arnaqueur;1961;Tous publics;134;8,0;84 062;$8.28M;Drama; Sport;
845;The Wrestler;2008;Tous publics;109;7,9;312 633;$26.24M;Drama; Sport;
846;M.S. Dhoni: The Untold Story;2016;;184;7,9;62 747;$1.78M;Biography; Drama; Sport
847;Le plus beau des combats;2000;Tous publics;113;7,8;221 897;$115.65M;Biography; Drama; Sport
848;Le gang des champions;1993;Tous publics;101;7,8;96 239;$32.42M;Comedy; Drama; Family
849;Fighter;2010;Tous publics;116;7,8;376 518;$93.62M;Action; Biography; Drama
850;Burt Munro;2005;Tous publics;127;7,8;56 414;$5.13M;Biography; Drama; Sport
851;Kai po che!;2013;;130;7,8;37 802;$1.12M;Drama; Sport;
852;Les triplettes de Belleville;2003;Tous publics;80;7,7;55 670;$7.00M;Animation; Adventure; Comedy
853;Air;2023;R;111;7,6;;;Drama; Sport;
854;Le stratège;2011;Tous publics;133;7,6;438 279;$75.61M;Biography; Drama; Sport
855;The Blind Side;2009;Tous publics;129;7,6;343 553;$255.96M;Biography; Drama; Sport
856;Creed: L'héritage de Rocky Balboa;2015;Tous publics;133;7,6;295 913;$109.77M;Action; Drama; Sport
857;Hurricane Carter;1999;Tous publics;146;7,6;99 434;$50.67M;Biography; Drama; Sport
858;Moi, Tonya;2017;Tous publics;119;7,5;226 695;$30.01M;Biography; Comedy; Drama
859;Jusqu'au bout du rêve;1989;Tous publics;107;7,5;122 661;$64.43M;Drama; Family; Fantasy
860;42;2013;Tous publics;128;7,5;98 408;$95.00M;Biography; Drama; Sport
861;The Art of Racing in the Rain;2019;Tous publics;109;7,5;34 056;$25.50M;Comedy; Drama; Romance
862;La Méthode Williams;2021;Tous publics;144;7,5;;;Biography; Drama; Sport
863;Waves;2019;Tous publics;135;7,5;;;Drama; Romance; Sport
864;Le Grand Bleu;1988;Tous publics;168;7,5;53 102;$3.50M;Adventure; Drama; Sport
865;Rudy;1993;PG;114;7,5;65 955;$22.75M;Biography; Drama; Sport
866;'83;2021;;162;7,5;;;Biography; Drama; History
867;The Damned United;2009;R;98;7,5;44 808;$0.45M;Biography; Drama; Sport
868;Le grand défi;1986;Tous publics;114;7,4;48 934;$28.61M;Drama; Sport;
869;Hooligans;2005;16;109;7,4;155 461;$0.34M;Crime; Drama; Sport
870;Les Nageuses;2022;16;134;7,4;;;Biography; Drama; Sport
871;Le grand jeu;2017;Tous publics;140;7,4;178 899;$28.78M;Biography; Crime; Drama
872;Miracle;2004;Tous publics;135;7,4;56 415;$64.38M;Biography; Drama; History
873;Le meilleur;1984;Tous publics;138;7,4;50 675;$47.95M;Drama; Sport;
874;McFarland, USA;2015;PG;129;7,4;40 289;$44.47M;Biography; Drama; Sport
875;Un parcours de légende;2005;Tous publics;120;7,4;31 998;$15.33M;Biography; Drama; Sport
876;À la recherche de Bobby Fischer;1993;Tous publics;109;7,4;41 127;$7.27M;Biography; Drama; Sport
877;Jhund;2022;;176;7,4;;;Biography; Drama; Sport
878;Une équipe hors du commun;1992;Tous publics;128;7,3;114 434;$107.53M;Comedy; Drama; Sport
879;Le moment de vérité;1984;Tous publics;126;7,3;232 609;$90.82M;Action; Drama; Family
880;Le haut du panier;2022;7;117;7,3;;;Comedy; Drama; Sport
881;The Dark Knight : Le Chevalier noir;2008;Tous publics;152;9,0;2 712 245;$534.86M;Action; Crime; Drama
882;Aynabaji;2016;;147;9,0;;;Crime; Mystery; Thriller
883;Inception;2010;Tous publics;148;8,8;2 407 554;$292.58M;Action; Adventure; Sci-Fi
884;Seven;1995;12;127;8,6;1 693 649;$100.13M;Crime; Drama; Mystery
885;Le Silence des agneaux;1991;16;118;8,6;1 464 550;$130.74M;Crime; Drama; Thriller
886;Léon;1994;12;110;8,5;1 186 803;$19.50M;Action; Crime; Drama
887;Parasite;2019;Tous publics avec avertissement;132;8,5;850 664;$53.37M;Drama; Thriller;
888;Les infiltrés;2006;Tous publics avec avertissement;151;8,5;1 353 433;$132.38M;Crime; Drama; Thriller
889;Le Prestige;2006;Tous publics;130;8,5;1 361 706;$53.09M;Drama; Mystery; Sci-Fi
890;Usual Suspects;1995;Tous publics;106;8,5;1 102 763;$23.34M;Crime; Drama; Mystery
891;Psychose;1960;18;109;8,5;686 325;$32.00M;Horror; Mystery; Thriller
892;Fenêtre sur cour;1954;Tous publics;112;8,5;501 078;$36.76M;Mystery; Thriller;
893;Joker;2019;12 avec avertissement;122;8,4;1 349 046;$335.45M;Crime; Drama; Thriller
894;Old Boy;2003;16;120;8,4;594 853;$0.71M;Action; Drama; Mystery
895;Requiem pour un massacre - Va et regarde;1985;Tous publics avec avertissement;142;8,4;;;Drama; Thriller; War
896;The Dark Knight Rises;2012;Tous publics;164;8,4;1 738 272;$448.14M;Action; Drama; Thriller
897;Aliens : Le Retour;1986;13;137;8,4;731 338;$85.16M;Action; Adventure; Sci-Fi
898;Memento;2000;Tous publics;113;8,4;1 261 320;$25.54M;Mystery; Thriller;
899;La vie des autres;2006;Tous publics;137;8,4;396 157;$11.29M;Drama; Mystery; Thriller
900;Témoin à charge;1957;Tous publics;116;8,4;129 227;$8.18M;Crime; Drama; Mystery
901;Kaithi;2019;18;145;8,4;;;Action; Adventure; Crime
902;Entre le ciel et l'enfer;1963;Tous publics;143;8,4;;;Crime; Drama; Mystery
903;Drishyam 2;2021;13;152;8,4;;;Crime; Drama; Thriller
904;Reservoir Dogs;1992;16;99;8,3;1 041 006;$2.83M;Crime; Thriller;
905;Sueurs froides;1958;Tous publics;128;8,3;410 288;$3.20M;Mystery; Romance; Thriller
906;La mort aux trousses;1959;Tous publics;136;8,3;334 096;$13.28M;Action; Adventure; Mystery
907;M le maudit;1931;Tous publics;118;8,3;161 461;$0.03M;Crime; Mystery; Thriller
908;Assurance sur la mort;1944;Tous publics;107;8,3;160 581;$5.72M;Crime; Drama; Film-Noir
909;Kantara;2022;;148;8,3;;;Action; Adventure; Drama
910;K.G.F: Chapter 2;2022;13;168;8,3;139 278;$6.60M;Action; Crime; Drama
911;Vikram;2022;;175;8,3;;;Action; Crime; Thriller
912;Ratsasan;2018;;170;8,3;;;Action; Crime; Drama
913;Drishyam;2013;;160;8,3;;;Crime; Drama; Thriller
914;John Wick: Chapitre 4;2023;12;169;8,2;;;Action; Crime; Thriller
915;Jurassic Park;1993;Tous publics;127;8,2;1 011 906;$402.45M;Action; Adventure; Sci-Fi
916;No Country for Old Men;2007;12;122;8,2;999 284;$74.28M;Crime; Drama; Thriller
917;Shutter Island;2010;12;138;8,2;1 357 010;$128.01M;Mystery; Thriller;
918;Kill Bill: Volume I;2003;16;111;8,2;1 138 718;$70.10M;Action; Crime; Drama
919;Sixième sens;1999;12;107;8,2;1 009 540;$293.51M;Drama; Mystery; Thriller
920;Piège de cristal;1988;Tous publics;132;8,2;900 035;$83.01M;Action; Thriller;
921;V pour vendetta;2005;Tous publics avec avertissement;132;8,2;1 139 284;$70.51M;Action; Drama; Sci-Fi
922;Chinatown;1974;12;130;8,2;334 131;$8.49M;Drama; Mystery; Thriller
923;L.A. Confidential;1997;Tous publics;138;8,2;592 351;$64.62M;Crime; Drama; Mystery
924;Demon Slayer - Kimetsu no Yaiba, le film : Le Train de l'Infini;2020;Tous publics avec avertissement;117;8,2;63 822;$47.70M;Animation; Action; Adventure
925;La Grande Évasion;1963;Tous publics;172;8,2;249 148;$12.10M;Adventure; Drama; History
926;Dans ses yeux;2009;Tous publics;129;8,2;213 796;$6.39M;Drama; Mystery; Romance
927;Tumbbad;2018;;104;8,2;;;Drama; Fantasy; Horror
928;Drishyam 2;2022;13;140;8,2;;;Crime; Drama; Mystery
929;Le crime était presque parfait;1954;Tous publics;105;8,2;180 261;$0.01M;Crime; Thriller;
930;Le garde du corps;1961;Tous publics;110;8,2;;;Action; Drama; Thriller
931;Il faut sauver le soldat Ryan;1998;Tous publics avec avertissement;169;8,6;1 420 636;$216.54M;Drama; War;
932;La vie est belle;1997;Tous publics;116;8,6;709 849;$57.60M;Comedy; Drama; Romance
933;Le pianiste;2002;Tous publics;150;8,5;853 992;$32.57M;Biography; Drama; Music
934;Casablanca;1942;Tous publics;102;8,5;582 530;$1.02M;Drama; Romance; War
935;Le tombeau des lucioles;1988;Tous publics;89;8,5;;;Animation; Drama; War
936;Apocalypse Now;1979;Tous publics avec avertissement;147;8,4;681 059;$83.47M;Drama; Mystery; War
937;Requiem pour un massacre - Va et regarde;1985;Tous publics avec avertissement;142;8,4;;;Drama; Thriller; War
938;Braveheart;1995;Tous publics;178;8,4;1 054 244;$75.60M;Biography; Drama; History
939;Dr. Folamour ou : Comment j'ai appris à ne plus m'en faire et à aimer la bombe !;1964;Tous publics;95;8,4;499 657;$0.28M;Comedy; War;
940;Le Bateau;1981;Tous publics;149;8,4;255 310;$11.49M;Drama; War;
941;Les sentiers de la gloire;1957;Banned;88;8,4;;;Drama; War;
942;Le dictateur;1940;Tous publics;125;8,4;228 330;$0.29M;Comedy; Drama; War
943;Inglourious Basterds;2009;12;153;8,3;1 488 342;$120.54M;Adventure; Drama; War
944;Full Metal Jacket;1987;13;116;8,3;757 334;$46.36M;Drama; War;
945;Lawrence d'Arabie;1962;Tous publics;218;8,3;300 580;$44.82M;Adventure; Biography; Drama
946;Jugement à Nuremberg;1961;Tous publics;179;8,3;;;Drama; War;
947;Ayla;2017;;125;8,3;;;Biography; Drama; History
948;Shershaah;2021;13;135;8,3;;;Action; Biography; Drama
949;1917;2019;Tous publics avec avertissement;119;8,2;618 558;$159.23M;Action; Drama; War
950;La chute;2004;Tous publics avec avertissement;156;8,2;361 879;$5.51M;Biography; Drama; History
951;Le labyrinthe de Pan;2006;12;118;8,2;680 040;$37.63M;Drama; Fantasy; War
952;Autant en emporte le vent;1939;Tous publics;238;8,2;321 986;$198.68M;Drama; Romance; War
953;La Grande Évasion;1963;Tous publics;172;8,2;249 148;$12.10M;Adventure; Drama; History
954;Ran;1985;Tous publics;162;8,2;128 849;$4.14M;Action; Drama; War
955;Jeu dangereux;1942;Tous publics;99;8,2;;;Comedy; Romance; War
956;Uri: The Surgical Strike;2019;;138;8,2;66 889;$4.19M;Action; Drama; History
957;Montagne II;2016;;135;8,2;;;Action; Drama; War
958;Tu ne tueras point;2016;12;139;8,1;547 817;$67.21M;Biography; Drama; History
959;Platoon;1986;12;120;8,1;422 698;$138.53M;Drama; War;
960;Voyage au bout de l'enfer;1978;12;183;8,1;346 211;$48.98M;Drama; War;
961;Barry Lyndon;1975;Tous publics;185;8,1;;;Adventure; Drama; War
962;Hôtel Rwanda;2004;Tous publics;121;8,1;361 493;$23.53M;Biography; Drama; History
963;Le pont de la rivière Kwaï;1957;Tous publics;161;8,1;225 338;$44.91M;Adventure; Drama; War
964;À l'Ouest rien de nouveau;1930;Tous publics;152;8,1;65 397;$3.27M;Drama; War;
965;Les Plus Belles Années de notre vie;1946;Tous publics;170;8,1;66 955;$23.65M;Drama; Romance; War
966;Underground;1995;;170;8,1;59 570;$0.17M;Comedy; Drama; Fantasy
967;Le message;1976;Tous publics;177;8,1;;;Biography; Drama; History
968;La bataille d'Alger;1966;Tous publics;121;8,1;62 299;$0.06M;Drama; War;
969;Le mécano de la Générale;1926;Tous publics;67;8,1;93 708;$1.03M;Action; Adventure; Comedy
970;La grande illusion;1937;Tous publics;113;8,1;37 608;$0.17M;Drama; War;
971;Mandarines;2013;Tous publics;87;8,1;47 469;$0.14M;Drama; War;
972;Dara iz Jasenovca;2020;R;130;8,1;81 388;$0.05M;Drama; War;
973;Imitation Game;2014;Tous publics;114;8,0;787 693;$91.13M;Biography; Drama; Thriller
974;Ip man;2008;12;106;8,0;;;Action; Biography; Drama
975;La Voix d'Aida;2020;Tous publics;101;8,0;;;Drama; History; War
976;Persepolis;2007;Tous publics;96;8,0;96 987;$4.45M;Animation; Biography; Drama
977;Stalag 17;1953;Tous publics;120;8,0;;;Comedy; Drama; War
978;Au revoir les enfants;1987;Tous publics;104;8,0;34 881;$4.54M;Drama; War;
979;L'enfance d'Ivan;1962;Tous publics;95;8,0;;;Drama; War;
980;Frères de sang;2004;12;140;8,0;40 339;$1.11M;Action; Drama; War
981;Le Bon, la brute, le truand;1966;12;161;8,8;775 836;$6.10M;Adventure; Western;
982;Il était une fois dans l'Ouest;1968;Tous publics;165;8,5;336 561;$5.32M;Western;;
983;Django Unchained;2012;12;165;8,4;1 595 648;$162.81M;Drama; Western;
984;Impitoyable;1992;Tous publics;130;8,2;420 190;$101.16M;Drama; Western;
985;...et pour quelques dollars de plus;1965;18;132;8,2;262 364;$15.00M;Drama; Western;
986;Le Trésor de la Sierra Madre;1948;Tous publics;126;8,2;127 733;$5.01M;Adventure; Drama; Western
987;L'homme qui tua Liberty Valance;1962;12;123;8,1;;;Drama; Western;
988;La ruée vers l'or;1925;Tous publics;95;8,1;113 713;$5.45M;Adventure; Comedy; Drama
989;Sholay;1975;;204;8,1;;;Action; Adventure; Comedy
990;Danse avec les loups;1990;Tous publics;181;8,0;275 826;$184.21M;Adventure; Drama; Western
991;The Revenant;2015;12;156;8,0;826 225;$183.64M;Action; Adventure; Drama
992;Butch Cassidy et le Kid;1969;Tous publics;110;8,0;220 501;$102.31M;Biography; Crime; Drama
993;Rio Bravo;1959;;141;8,0;64 978;$12.54M;Drama; Western;
994;Le train sifflera trois fois;1952;Tous publics;85;8,0;106 750;$9.45M;Drama; Thriller; Western
995;Pour une poignée de dollars;1964;Tous publics;99;7,9;223 058;$14.50M;Action; Drama; Western
996;La prisonnière du désert;1956;Tous publics;119;7,9;;;Adventure; Drama; Western
997;La Horde sauvage;1969;18;145;7,9;87 236;$12.06M;Action; Adventure; Drama
998;Tombstone;1993;Tous publics;130;7,8;155 496;$56.51M;Biography; Drama; History
999;Les 8 Salopards;2015;12 avec avertissement;168;7,8;622 080;$54.12M;Crime; Drama; Mystery
1000;Josey Wales hors-la-loi;1976;Tous publics;135;7,8;76 396;$31.80M;Western;;
1001;La rivière rouge;1948;;133;7,8;;;Drama; Western;
1002;La Chevauchée fantastique;1939;Tous publics;96;7,8;;;Adventure; Drama; Western
1003;Wind River;2017;12;107;7,7;261 889;$33.80M;Crime; Drama; Mystery
1004;Les 7 mercenaires;1960;Tous publics;128;7,7;98 083;$4.91M;Action; Adventure; Drama
1005;Le shérif est en prison;1974;Tous publics;93;7,7;144 351;$119.50M;Comedy; Western;
1006;3h10 pour Yuma;2007;18;122;7,7;319 767;$53.61M;Action; Crime; Drama
1007;Comancheria;2016;Tous publics avec avertissement;102;7,6;238 499;$26.86M;Crime; Drama; Thriller
1008;True Grit;2010;Tous publics;110;7,6;346 462;$171.24M;Drama; Western;
1009;Jeremiah Johnson;1972;Tous publics;108;7,6;33 041;$47.74M;Adventure; Drama; Western
1010;Géant;1956;Tous publics;201;7,6;;;Drama; Western;
1011;L'Homme des vallées perdues;1953;Tous publics;118;7,6;42 345;$20.00M;Drama; Western;
1012;Le dernier des géants;1976;Tous publics;100;7,6;;;Drama; Romance; Western
1013;Il était une fois... la révolution;1971;Tous publics;157;7,6;35 883;$0.70M;Drama; War; Western
1014;John McCabe;1971;12;120;7,6;26 298;$8.20M;Drama; Western;
1015;Légendes d'automne;1994;Tous publics;133;7,5;172 820;$66.64M;Drama; Romance; War
1016;L'assassinat de Jesse James par le lâche Robert Ford;2007;Tous publics;160;7,5;186 704;$3.90M;Biography; Crime; Drama
1017;El Dorado;1966;Tous publics;126;7,5;28 603;$12.97M;Drama; Romance; Western
1018;Des souris et des hommes;1992;Tous publics;115;7,5;45 104;$5.10M;Drama; Western;
1019;Dead Man;1995;Tous publics;121;7,5;99 652;$1.04M;Adventure; Drama; Fantasy
1020;Little Big Man;1970;Tous publics;139;7,5;36 576;$31.56M;Adventure; Comedy; Drama
1021;Open Range;2003;Tous publics;139;7,4;75 352;$58.33M;Action; Drama; Romance
1022;Retour vers le futur 3;1990;Tous publics;118;7,4;459 706;$87.73M;Adventure; Comedy; Sci-Fi
1023;L'homme des hautes plaines;1973;Tous publics;105;7,4;60 726;$15.70M;Drama; Mystery; Western
1024;100 dollars pour un shérif;1969;12;128;7,4;49 234;$31.13M;Adventure; Drama; Western
1025;Lone Star;1996;Tous publics;135;7,4;30 674;$13.27M;Drama; Mystery; Western
1026;Yahsi Bati;2009;;112;7,4;;;Adventure; Comedy; Fantasy
1027;La ballade de Buster Scruggs;2018;16;133;7,3;;;Comedy; Drama; Musical
1028;Pale Rider - Le cavalier solitaire;1985;Tous publics;115;7,3;61 778;$41.41M;Drama; Western;
1029;Les sept femmes de Barberousse;1954;Tous publics;102;7,3;26 035;$9.40M;Comedy; Drama; Musical
1030;Mon nom est Personne;1973;Tous publics;116;7,3;28 245;$0.39M;Comedy; Drama; Western
